거래일자,N,연속,누적,종목코드,종목명,현재가,등락률,거래량,시가,고가,저가,PER
20250130,1.0,1.0,1.0,010100,한국무브넥스,4860.0,29.95,9318716.0,3700.0,4860.0,3630.0,3.96
