거래일자,N,연속,누적,종목코드,종목명,현재가,등락률,거래량,시가,고가,저가,PER
20250120,1.0,1.0,1.0,098460,고영,12220.0,30.0,10302985.0,9650.0,12220.0,9310.0,70.64
20250120,2.0,1.0,1.0,080220,제주반도체,12700.0,29.99,26040942.0,9860.0,12700.0,9700.0,51.84
20250120,3.0,2.0,2.0,024830,세원물산,10330.0,29.94,361129.0,10330.0,10330.0,9920.0,4.64
