거래일자,N,연속,누적,종목코드,종목명,현재가,등락률,거래량,시가,고가,저가,PER
20250204,1.0,1.0,1.0,393210,토마토시스템,5230.0,29.94,6528873.0,4035.0,5230.0,4035.0,71.64
20250204,2.0,1.0,1.0,010170,대한광통신,1072.0,29.94,26282215.0,828.0,1072.0,828.0,-2.09
20250204,3.0,2.0,2.0,351320,에스에이티이엔지,2730.0,30.0,4825458.0,2730.0,2730.0,2500.0,-6.74
20250204,4.0,1.0,2.0,131760,파인텍,1238.0,29.91,10001495.0,970.0,1238.0,961.0,206.33
20250204,5.0,1.0,4.0,208710,바이오로그디바이스,681.0,29.96,7155772.0,530.0,681.0,530.0,-2.73
