거래일자,N,연속,누적,종목코드,종목명,현재가,등락률,거래량,시가,고가,저가,PER
20250117,1.0,1.0,1.0,024830,세원물산,7950.0,29.9,423725.0,6120.0,7950.0,6100.0,3.57
20250117,2.0,1.0,1.0,322780,코퍼스코리아,993.0,29.97,8154825.0,764.0,993.0,758.0,-2.34
