거래일자,N,연속,누적,종목코드,종목명,현재가,등락률,거래량,시가,고가,저가,PER
20250121,1.0,1.0,1.0,004870,티웨이홀딩스,1017.0,29.89,63297461.0,990.0,1017.0,915.0,-16.95
20250121,1.0,1.0,1.0,332570,와이팜,4170.0,29.91,32401601.0,3210.0,4170.0,3155.0,25.12
20250121,2.0,1.0,1.0,050090,비케이홀딩스,967.0,29.97,2051899.0,745.0,967.0,745.0,-4.42
