거래일자,N,연속,누적,종목코드,종목명,현재가,등락률,거래량,시가,고가,저가,PER
20250205,1.0,1.0,1.0,466100,클로봇,14580.0,29.95,35676320.0,11410.0,14580.0,11340.0,-7.08
20250205,2.0,1.0,1.0,179530,애드바이오텍,2450.0,29.97,412773.0,1925.0,2450.0,1892.0,-2.64
