거래일자,N,연속,누적,종목코드,종목명,현재가,등락률,거래량,시가,고가,저가,PER
20250110,1.0,1.0,1.0,044340,위닉스,6410.0,29.89,1778660.0,4995.0,6410.0,4995.0,40.57
20250110,2.0,1.0,1.0,028080,휴맥스홀딩스,3250.0,30.0,4663939.0,2695.0,3250.0,2590.0,-1.27
20250110,3.0,1.0,1.0,106240,파인테크닉스,1332.0,29.95,969706.0,1245.0,1332.0,1240.0,-2.72
20250110,4.0,1.0,1.0,250930,예선테크,586.0,29.93,1823323.0,451.0,586.0,451.0,-2.3
